universe,eff,momentum,rank_scope,mean_jaccard,mean_recall,mean_precision,exact_sets,basegood_med,gate_med
liq20,r2_90,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq20,r2_90,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq20,r2_90,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq20,r2_90,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq20,r2_90,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq20,r2_90,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er20,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er60,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er90,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er126,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,er6_1,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res60,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,res6_1,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,mom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,mom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom252,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom252,universe,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom1,gate,0.0,0.0,0.0,0,0.0,0.0
liq50,r2_90,resmom1,universe,0.0,0.0,0.0,0,0.0,0.0
