code,first_date,last_date,obs
SZ000069,2000-01-04,2026-07-29,6300
SZ000070,2000-05-11,2026-07-29,6102
SZ000078,2000-01-04,2026-07-29,6338
SZ000088,2000-01-04,2026-07-29,6287
SZ000089,2000-01-04,2026-07-29,6371
SZ000090,2000-01-04,2026-07-29,6304
SZ000096,2000-07-24,2026-07-29,6254
SZ000099,2000-07-31,2026-07-29,6132
SZ000100,2004-01-30,2026-07-29,5113
SZ000150,2000-08-07,2023-04-27,5063
SZ000151,2000-09-06,2026-07-29,6219
SZ000153,2000-09-20,2026-07-29,5862
SZ000155,2000-09-26,2026-07-29,5598
SZ000156,2000-09-06,2026-07-29,4491
SZ000157,2000-10-12,2026-07-29,6119
SZ000158,2000-07-24,2026-07-29,6160
SZ000159,2000-09-26,2026-07-29,6008
SZ000166,2015-01-26,2026-07-29,2766
SZ000301,2000-05-29,2026-07-29,6048
SZ000333,2013-09-18,2026-07-29,3062
SZ000338,2007-04-30,2026-07-29,4616
SZ000400,2000-01-04,2026-07-29,6161
SZ000401,2000-01-04,2026-07-29,6180
SZ000402,2000-01-04,2026-07-29,6358
SZ000403,2000-01-04,2026-07-29,4655
SZ000404,2000-01-04,2026-07-29,6340
SZ000405,2000-01-04,2003-04-25,780
SZ000406,2000-01-04,2006-04-06,1487
SZ000407,2000-01-04,2026-07-29,6167
SZ000408,2000-01-04,2026-07-29,5942
SZ000409,2000-01-04,2026-07-29,5663
SZ000410,2000-01-04,2026-07-29,6286
SZ000411,2000-01-04,2026-07-29,5963
SZ000412,2000-01-04,2003-04-25,787
SZ000413,2000-01-04,2024-08-14,5651
SZ000415,2000-01-04,2026-07-29,5705
SZ000416,2000-01-04,2024-04-24,5678
SZ000417,2000-01-04,2026-07-29,6372
SZ000418,2000-01-04,2019-05-07,4508
SZ000419,2000-01-04,2026-07-29,6394
SZ000420,2000-01-04,2026-07-29,6311
SZ000421,2000-01-04,2026-07-29,6257
SZ000422,2000-01-04,2026-07-29,6299
SZ000423,2000-01-04,2026-07-29,6277
SZ000425,2000-01-04,2026-07-29,6288
SZ000426,2000-01-04,2026-07-29,6006
SZ000428,2000-01-04,2026-07-29,6238
SZ000429,2000-01-04,2026-07-29,6164
SZ000430,2000-01-04,2026-07-29,6143
SZ000488,2000-11-20,2026-07-29,6135
SZ000498,2000-01-04,2026-07-29,5108
SZ000501,2000-01-04,2026-07-29,6280
SZ000502,2000-01-04,2022-06-24,4997
SZ000503,2000-01-04,2026-07-29,6114
SZ000504,2000-01-04,2026-07-29,5834
SZ000505,2000-01-04,2026-07-29,6005
SZ000506,2000-01-04,2026-07-29,5472
SZ000507,2000-01-04,2026-07-29,6333
SZ000509,2000-01-05,2026-07-29,5875
SZ000510,2000-01-04,2026-07-29,6232
SZ000511,2000-01-04,2018-07-17,3932
SZ000513,2000-01-04,2026-07-29,6129
SZ000514,2000-01-04,2026-07-29,6266
SZ000515,2000-01-07,2009-04-23,1696
SZ000516,2000-01-04,2026-07-29,6182
SZ000517,2000-01-04,2026-07-29,5446
SZ000518,2000-01-07,2026-07-29,6186
SZ000519,2000-01-04,2026-07-29,6160
SZ000520,2000-01-04,2026-07-29,5697
SZ000521,2000-01-04,2026-07-29,6330
SZ000522,2000-01-04,2013-03-13,3026
SZ000523,2000-01-04,2026-07-29,6234
SZ000524,2000-01-04,2026-07-29,6192
SZ000525,2000-01-04,2026-07-29,6308
SZ000526,2000-01-04,2026-07-29,5836
SZ000527,2000-01-04,2013-08-14,3041
SZ000528,2000-01-04,2026-07-29,6356
SZ000529,2000-01-04,2026-07-29,5475
SZ000530,2000-01-04,2026-07-29,6325
SZ000531,2000-01-04,2026-07-29,6245
SZ000532,2000-01-04,2026-07-29,6276
SZ000533,2000-01-04,2026-07-29,6162
SZ000534,2000-01-04,2026-07-29,5910
SZ000535,2000-01-04,2005-04-29,1245
SZ000536,2000-01-04,2026-07-29,5465
SZ000537,2000-01-04,2026-07-29,6200
SZ000538,2000-01-04,2026-07-29,6207
SZ000539,2000-01-04,2026-07-29,6236
SZ000540,2000-01-04,2023-05-18,5113
SZ000541,2000-01-04,2026-07-29,6332
SZ000542,2000-01-04,2004-01-06,939
SZ000543,2000-01-04,2026-07-29,6357
SZ000544,2000-01-04,2026-07-29,6237
SZ000545,2000-01-04,2026-07-29,5630
SZ000546,2000-01-04,2026-07-29,5904
SZ000547,2000-01-04,2026-07-29,5937
SZ000548,2000-01-04,2026-07-29,6382
SZ000549,2000-01-04,2006-12-18,1584
SZ000550,2000-01-04,2026-07-29,6357
SZ000551,2000-01-04,2026-07-29,6342
SZ000552,2000-01-04,2026-07-29,6086
SZ000553,2000-01-04,2026-07-29,5997
SZ000554,2000-01-04,2026-07-29,6353
SZ000555,2000-01-04,2026-07-29,5917
SZ000556,2000-01-04,2002-04-26,353
SZ000557,2000-01-04,2026-07-29,4898
SZ000558,2000-01-04,2026-07-29,6094
SZ000559,2000-01-04,2026-07-29,6366
SZ000560,2000-01-04,2026-07-29,5829
SZ000561,2000-01-04,2026-07-29,5731
SZ000562,2000-01-04,2014-12-09,3338
SZ000563,2000-01-04,2026-07-29,6245
SZ000564,2000-01-04,2026-07-29,5871
SZ000565,2000-01-04,2026-07-29,6242
SZ000566,2000-01-04,2026-07-29,6086
SZ000567,2000-01-04,2026-07-29,6329
SZ000568,2000-01-04,2026-07-29,6325
SZ000569,2000-01-04,2009-04-23,2119
SZ000570,2000-01-04,2026-07-29,6384
SZ000571,2000-01-04,2026-07-29,6026
SZ000572,2000-01-04,2026-07-29,6364
SZ000573,2000-01-04,2026-07-29,6384
SZ000576,2000-01-04,2026-07-29,6240
SZ000578,2000-01-04,2011-02-18,2198
SZ000581,2000-01-04,2026-07-29,6379
SZ000582,2000-01-04,2026-07-29,6008
SZ000583,2000-01-04,2006-04-19,1491
SZ000584,2000-01-04,2025-07-10,5711
SZ000585,2000-01-04,2022-05-23,4993
SZ000586,2000-01-04,2026-07-29,5947
SZ000587,2000-01-04,2023-02-02,4979
SZ000588,2000-01-04,2001-06-01,309
SZ000589,2000-01-04,2026-07-29,6376
SZ000590,2000-01-04,2026-07-29,6158
SZ000591,2000-01-04,2026-07-29,6239
SZ000592,2000-01-04,2026-07-29,5713
SZ000593,2000-01-04,2026-07-29,6200
SZ000594,2000-01-04,2015-07-10,3341
SZ000595,2000-01-04,2026-07-29,6169
SZ000596,2000-01-04,2026-07-29,6230
SZ000597,2000-01-04,2026-07-29,6318
SZ000598,2000-01-04,2026-07-29,6347
SZ000599,2000-01-04,2026-07-29,6349
SZ000600,2000-01-04,2026-07-29,6166
SZ000601,2000-01-04,2026-07-29,6307
SZ000602,2000-01-04,2013-07-18,3008
SZ000603,2000-01-04,2026-07-29,5607
SZ000605,2000-01-04,2026-07-29,5798
SZ000606,2000-01-04,2023-07-05,5341
SZ000607,2000-01-04,2026-07-29,6131
SZ000608,2000-01-04,2026-07-29,6116
SZ000609,2000-01-04,2026-07-29,6252
SZ000610,2000-01-04,2026-07-29,6239
SZ000611,2000-01-04,2022-06-27,4909
SZ000612,2000-01-04,2026-07-29,6088
SZ000613,2000-01-04,2022-06-28,4784
SZ000615,2000-01-04,2026-07-29,6130
SZ000616,2000-01-04,2023-06-13,5346
SZ000617,2000-01-04,2026-07-29,6225
SZ000618,2000-01-04,2006-02-10,1340
SZ000619,2000-01-04,2026-07-29,6335
SZ000620,2000-01-04,2026-07-29,5059
SZ000621,2000-01-04,2004-04-16,1013
SZ000622,2000-01-04,2025-07-15,4317
SZ000623,2000-01-04,2026-07-29,6299
SZ000625,2000-01-04,2026-07-29,6192
SZ000626,2000-01-04,2026-07-29,6183
SZ000627,2000-01-04,2025-08-13,5964
SZ000628,2000-01-04,2026-07-29,5907
SZ000629,2000-01-04,2026-07-29,5829
SZ000630,2000-01-04,2026-07-29,6199
SZ000631,2000-01-04,2026-07-29,5657
SZ000632,2000-01-04,2026-07-29,6366
SZ000633,2000-01-04,2026-07-29,5493
SZ000635,2000-01-04,2026-07-29,6277
SZ000636,2000-01-04,2026-07-29,6191
SZ000637,2000-01-04,2026-07-29,6355
SZ000638,2000-01-04,2026-04-13,4707
SZ000639,2000-01-04,2026-07-29,6133
SZ000650,2000-01-04,2026-07-29,6079
SZ000651,2000-01-04,2026-07-29,6224
SZ000652,2000-01-04,2026-07-29,6161
SZ000653,2000-01-04,2002-04-10,528
SZ000655,2000-01-04,2026-07-29,6105
SZ000656,2000-01-04,2026-07-29,5937
SZ000657,2000-01-04,2026-07-29,5384
SZ000658,2000-01-04,2002-04-12,528
SZ000659,2000-01-04,2026-07-29,6242
SZ000660,2000-01-04,2004-04-21,1019
SZ000661,2000-01-04,2026-07-29,6334
SZ000662,2000-01-04,2021-04-09,4697
SZ000663,2000-01-04,2026-07-29,6190
SZ000665,2000-01-04,2026-07-29,6162
SZ000666,2000-01-04,2023-08-31,5367
SZ000667,2000-01-04,2023-05-25,5584
SZ000668,2000-01-04,2026-07-29,5867
SZ000669,2000-01-04,2026-07-29,6105
SZ000670,2000-01-04,2026-07-29,4092
SZ000671,2000-01-04,2023-06-09,5386
SZ000672,2000-01-04,2026-07-29,4778
SZ000673,2000-01-04,2022-07-01,4941
SZ000675,2000-01-04,2002-04-23,540
SZ000676,2000-01-04,2026-07-29,6087
SZ000677,2000-01-04,2026-07-29,5782
SZ000678,2000-01-04,2026-07-29,6054
SZ000679,2000-01-04,2026-07-29,6224
SZ000680,2000-01-04,2026-07-29,6354
SZ000681,2000-01-04,2026-07-29,5118
SZ000682,2000-01-04,2026-07-29,6112
SZ000683,2000-01-04,2026-07-29,6208
SZ000685,2000-01-04,2026-07-29,6314
SZ000686,2000-01-04,2026-07-29,6184
SZ000687,2000-01-04,2022-06-16,5160
SZ000688,2000-01-04,2026-07-29,4678
SZ000689,2000-01-04,2002-04-18,534
SZ000690,2000-01-04,2026-07-29,6329
SZ000691,2000-01-04,2026-07-29,5835
SZ000692,2000-01-04,2026-07-29,6290
SZ000693,2000-01-04,2019-07-08,2234
SZ000695,2000-01-04,2026-07-29,5858
SZ000697,2000-01-04,2026-07-29,5979
SZ000698,2000-01-04,2026-07-29,6250
SZ000699,2000-01-04,2006-04-28,1505
SZ000700,2000-01-04,2026-07-29,6263
SZ000701,2000-01-04,2026-07-29,6367
SZ000702,2000-01-04,2026-07-29,6381
SZ000703,2000-01-04,2026-07-29,6259
SZ000705,2000-01-04,2026-07-29,6347
SZ000707,2000-01-04,2026-07-29,6260
SZ000708,2000-01-04,2026-07-29,6250
SZ000709,2000-01-04,2026-07-29,6223
SZ000710,2000-01-04,2026-07-29,6038
SZ000711,2000-01-04,2026-07-29,5884
SZ000712,2000-01-04,2026-07-29,6068
SZ000713,2000-01-04,2026-07-29,6236
SZ000715,2000-01-04,2026-07-29,6093
SZ000716,2000-01-04,2026-07-29,5829
SZ000717,2000-01-04,2026-07-29,6275
SZ000718,2000-01-04,2026-07-29,6038
SZ000719,2000-01-04,2026-07-29,5209
SZ000720,2000-01-04,2026-07-29,6104
SZ000721,2000-01-04,2026-07-29,6202
SZ000722,2000-01-04,2026-07-29,5748
SZ000723,2000-01-04,2026-07-29,5868
SZ000725,2001-01-12,2026-07-29,6065
SZ000726,2000-12-25,2026-07-29,6106
SZ000727,2000-01-04,2026-07-29,6222
SZ000728,2000-01-04,2026-07-29,6120
SZ000729,2000-01-04,2026-07-29,6378
SZ000730,2000-01-04,2004-03-12,990
SZ000731,2000-01-04,2026-07-29,6332
SZ000732,2000-01-04,2023-06-02,4742
SZ000733,2000-01-04,2026-07-29,6365
SZ000735,2000-01-04,2026-07-29,6345
SZ000736,2000-01-04,2026-07-29,5786
SZ000737,2000-01-04,2026-07-29,6323
SZ000738,2000-01-04,2026-07-29,6300
SZ000739,2000-01-04,2026-07-29,6292
SZ000748,2000-01-04,2016-10-31,3806
SZ000750,2000-01-04,2026-07-29,5225
SZ000751,2000-01-04,2026-07-29,5936
SZ000752,2000-01-04,2026-07-29,6280
SZ000753,2000-01-04,2026-07-29,6354
SZ000755,2000-01-04,2026-07-29,6000
SZ000756,2000-01-04,2026-07-29,6294
SZ000757,2000-01-04,2026-07-29,4697
SZ000758,2000-01-04,2026-07-29,6308
SZ000759,2000-01-04,2026-07-29,6220
SZ000760,2000-01-04,2021-07-22,4538
SZ000761,2000-01-04,2026-07-29,6302
SZ000762,2000-01-04,2026-07-29,6295
SZ000763,2000-01-04,2005-12-14,1417
SZ000765,2000-01-04,2004-03-08,987
SZ000766,2000-01-04,2026-07-29,5939
SZ000767,2000-01-04,2026-07-29,6248
SZ000768,2000-01-04,2026-07-29,6267
SZ000769,2000-01-04,2005-04-29,1262
SZ000776,2000-01-04,2026-07-29,5505
SZ000777,2000-01-04,2026-07-29,6330
SZ000778,2000-01-04,2026-07-29,6317
SZ000779,2000-01-04,2026-07-29,6187
SZ000780,2000-01-04,2021-12-16,5171
SZ000782,2000-01-04,2026-07-29,6259
SZ000783,2000-01-04,2026-07-29,6132
SZ000785,2000-01-04,2026-07-29,6191
SZ000786,2000-01-04,2026-07-29,6232
SZ000787,2000-01-04,2007-04-27,1718
SZ000788,2000-01-04,2026-07-29,6202
SZ000789,2000-01-04,2026-07-29,6341
SZ000790,2000-01-04,2026-07-29,6280
SZ000791,2000-01-04,2026-07-29,6305
SZ000792,2000-01-04,2026-07-29,5836
SZ000793,2000-01-04,2026-07-29,5941
SZ000795,2000-01-04,2026-07-29,6222
SZ000796,2000-01-04,2026-07-29,5845
SZ000797,2000-01-04,2026-07-29,6338
SZ000798,2000-01-04,2026-07-29,6274
SZ000799,2000-01-04,2026-07-29,6202
SZ000800,2000-01-04,2026-07-29,6359
SZ000801,2000-01-04,2026-07-29,6296
SZ000802,2000-01-04,2026-07-29,6186
SZ000803,2000-01-04,2026-07-29,6050
SZ000805,2000-01-04,2006-04-28,1499
SZ000806,2000-01-04,2023-07-05,5201
SZ000807,2000-01-04,2026-07-29,6252
SZ000809,2000-01-04,2026-07-29,6141
SZ000810,2000-01-04,2026-07-29,5974
SZ000811,2000-01-04,2026-07-29,6294
SZ000812,2000-01-04,2026-07-29,6054
SZ000813,2000-01-04,2026-07-29,5937
SZ000815,2000-01-04,2026-07-29,5992
SZ000816,2000-01-04,2026-07-29,6276
SZ000817,2000-01-04,2005-12-14,1419
SZ000818,2000-01-04,2026-07-29,5894
SZ000819,2000-01-04,2026-07-29,6339
SZ000820,2000-01-04,2026-07-28,5415
SZ000821,2000-01-04,2026-07-29,6192
SZ000822,2000-01-04,2026-07-29,6369
SZ000823,2000-01-04,2026-07-29,6388
SZ000825,2000-01-04,2026-07-29,6267
SZ000826,2000-01-04,2026-07-29,6103
SZ000827,2000-01-04,2005-04-28,1253
SZ000828,2000-01-04,2026-07-29,6140
SZ000829,2000-01-04,2026-07-29,5991
SZ000830,2000-01-04,2026-07-29,6364
SZ000831,2000-01-04,2026-07-29,5904
SZ000832,2000-01-04,2005-04-29,1270
SZ000833,2000-01-04,2026-07-29,6166
SZ000835,2000-01-04,2022-05-20,5021
SZ000836,2000-01-04,2024-06-17,5555
SZ000837,2000-01-04,2026-07-29,6311
SZ000838,2000-01-04,2026-07-29,6148
SZ000839,2000-01-04,2026-07-29,6245
SZ000848,2000-01-04,2026-07-29,6351
SZ000850,2000-01-04,2026-07-29,6233
SZ000851,2000-01-04,2025-09-26,5786
SZ000852,2000-01-04,2026-07-29,6231
SZ000856,2000-01-04,2026-07-29,6317
SZ000858,2000-01-04,2026-07-29,6302
SZ000859,2000-01-04,2026-07-29,6342
SZ000860,2000-01-04,2026-07-29,6342
SZ000861,2000-01-04,2024-08-05,5698
SZ000862,2000-01-04,2026-07-29,5974
SZ000863,2000-01-04,2026-07-29,4972
SZ000866,2000-01-04,2006-04-06,1489
SZ000868,2000-01-04,2026-07-29,6254
SZ000869,2000-10-26,2026-07-29,6187
SZ000875,2002-09-26,2026-07-29,5571
SZ000876,2000-01-04,2026-07-29,6192
SZ000877,2000-01-04,2026-07-29,6324
SZ000878,2000-01-04,2026-07-29,6220
SZ000880,2000-01-04,2026-07-29,6146
SZ000881,2000-01-04,2026-07-29,6213
SZ000882,2000-01-04,2026-07-29,6233
SZ000883,2000-01-04,2026-07-29,6156
SZ000885,2000-01-04,2026-07-29,5932
SZ000886,2000-01-04,2026-07-29,6356
SZ000887,2000-01-04,2026-07-29,6075
SZ000888,2000-01-04,2026-07-29,6352
SZ000889,2000-01-04,2026-07-29,5947
SZ000890,2000-01-04,2026-07-29,6206
SZ000892,2000-01-04,2026-07-29,5651
SZ000893,2000-01-04,2026-07-29,5998
SZ000895,2000-01-04,2026-07-29,5874
SZ000897,2000-01-04,2026-07-29,6318
SZ000898,2000-01-04,2026-07-29,6370
SZ000899,2000-01-04,2026-07-29,6305
SZ000900,2000-01-04,2026-07-29,6190
SZ000901,2000-01-05,2026-07-29,6204
SZ000902,2000-01-04,2026-07-29,6206
SZ000903,2000-01-04,2026-07-29,6223
SZ000905,2000-01-04,2026-07-29,6150
SZ000906,2000-01-04,2026-07-29,6207
SZ000908,2000-01-04,2026-07-29,5998
SZ000909,2000-01-04,2026-07-29,6364
SZ000910,2000-01-04,2026-07-29,6350
SZ000911,2000-01-04,2026-07-29,6296
SZ000912,2000-01-04,2026-07-29,5944
SZ000913,2000-01-04,2026-07-29,6325
SZ000915,2000-01-04,2026-07-29,6386
SZ000916,2000-01-04,2017-12-04,4021
SZ000917,2000-01-04,2026-07-29,6040
SZ000918,2000-01-04,2023-05-31,5003
SZ000919,2000-01-04,2026-07-29,6394
SZ000920,2000-01-04,2026-07-29,6018
SZ000921,2000-01-04,2026-07-29,6030
SZ000922,2000-01-04,2026-07-29,6203
SZ000923,2000-01-04,2026-07-29,6228
SZ000925,2000-01-04,2026-07-29,5672
SZ000926,2000-01-04,2026-07-29,6325
SZ000927,2000-01-04,2026-07-29,6294
SZ000928,2000-01-04,2026-07-29,6248
SZ000929,2000-01-04,2026-07-29,6189
SZ000930,2000-01-04,2026-07-29,6218
SZ000931,2000-01-04,2026-07-29,6128
SZ000932,2000-01-04,2026-07-29,6161
SZ000933,2000-01-04,2026-07-29,6345
SZ000935,2000-01-04,2026-07-29,6007
SZ000936,2000-01-04,2026-07-29,6339
SZ000937,2000-01-04,2026-07-29,6350
SZ000938,2000-01-04,2026-07-29,6194
SZ000939,2000-01-04,2020-12-16,4315
SZ000948,2000-01-04,2026-07-29,6272
SZ000949,2000-01-04,2026-07-29,6338
SZ000950,2000-01-04,2026-07-29,5758
SZ000951,2000-01-04,2026-07-29,6212
SZ000952,2000-01-04,2026-07-29,6244
SZ000953,2000-01-04,2026-07-29,6069
SZ000955,2000-01-04,2026-07-29,6214
SZ000956,2000-01-04,2006-04-06,1481
SZ000957,2000-01-13,2026-07-29,6328
SZ000958,2000-01-04,2026-07-29,6247
SZ000959,2000-01-04,2026-07-29,5987
SZ000960,2000-02-21,2026-07-29,6252
SZ000961,2000-03-01,2024-05-08,5574
SZ000962,2000-01-20,2026-07-29,6120
SZ000963,2000-01-27,2026-07-29,6258
SZ000965,2000-04-06,2026-07-29,6185
SZ000966,2000-03-16,2026-07-29,6317
SZ000967,2000-03-30,2026-07-29,6055
SZ000968,2000-06-22,2026-07-29,6049
SZ000969,2000-05-29,2026-07-29,6204
SZ000970,2000-04-20,2026-07-29,6289
SZ000971,2000-04-27,2024-06-04,5425
SZ000972,2000-09-26,2026-07-29,5827
SZ000973,2000-05-25,2026-07-29,6150
SZ000975,2000-06-08,2026-07-29,5822
SZ000976,2000-06-01,2024-07-25,5396
SZ000977,2000-06-08,2026-07-29,6216
SZ000978,2000-05-18,2026-07-29,6229
SZ000979,2000-06-16,2018-12-27,3980
SZ000980,2000-06-16,2026-07-29,6076
SZ000981,2000-06-22,2026-07-29,5193
SZ000982,2000-07-06,2024-06-21,4971
SZ000983,2000-07-26,2026-07-29,6247
SZ000985,2000-07-26,2026-07-29,6259
SZ000987,2000-07-18,2026-07-29,6095
SZ000988,2000-06-08,2026-07-29,6262
SZ000989,2000-06-28,2026-07-29,6167
SZ000990,2000-07-06,2026-07-29,5999
SZ000993,2000-07-31,2026-07-29,6219
SZ000995,2000-08-07,2026-07-29,5404
SZ000996,2000-07-18,2024-06-27,5243
SZ000997,2000-08-07,2026-07-29,6102
SZ000998,2000-12-11,2026-07-29,5987
SZ000999,2000-03-09,2026-07-29,6127
SZ001201,2021-04-28,2026-07-29,1273
SZ001202,2021-04-29,2026-07-29,1272
SZ001203,2021-05-10,2026-07-29,1268
SZ001205,2021-05-13,2026-07-29,1265
SZ001206,2021-05-18,2026-07-29,1253
SZ001207,2021-06-23,2026-07-29,1237
SZ001208,2021-06-24,2026-07-29,1236
SZ001209,2021-07-23,2026-07-29,1215
SZ001210,2021-07-29,2026-07-29,1211
SZ001211,2021-08-05,2026-07-29,1206
SZ001212,2021-08-23,2026-07-29,1192
SZ001213,2021-09-08,2026-07-29,1182
SZ001215,2021-09-06,2026-07-29,1184
SZ001216,2021-10-19,2026-07-29,1160
SZ001217,2021-09-29,2026-07-29,1169
SZ001218,2021-10-15,2026-07-29,1162
SZ001219,2021-10-21,2026-07-29,1158
SZ001220,2026-02-03,2026-07-29,116
SZ001221,2025-07-30,2026-07-29,242
SZ001222,2022-08-18,2026-07-29,955
SZ001223,2022-12-12,2026-07-29,879
SZ001225,2023-02-22,2026-07-29,833
SZ001226,2022-06-22,2026-07-29,996
SZ001227,2022-01-17,2026-07-29,1097
SZ001228,2022-04-29,2026-07-29,1030
SZ001229,2022-08-08,2026-07-29,963
SZ001230,2022-07-15,2026-07-29,979
SZ001231,2022-08-19,2026-07-29,954
SZ001233,2025-11-25,2026-07-29,164
SZ001234,2022-01-11,2026-07-29,1101
SZ001236,2022-08-05,2026-07-29,964
SZ001237,2026-05-22,2026-07-29,48
SZ001238,2022-09-19,2026-07-29,934
SZ001239,2023-12-12,2026-07-29,636
SZ001248,2026-07-02,2026-07-29,20
SZ001255,2022-09-30,2026-07-29,925
SZ001256,2022-12-05,2026-07-29,884
SZ001257,2026-03-31,2026-07-29,82
SZ001258,2022-07-27,2026-07-29,971
SZ001259,2022-08-31,2026-07-29,946
SZ001260,2023-02-16,2026-07-29,837
SZ001266,2022-02-28,2026-07-29,1072
SZ001267,2021-11-17,2026-07-29,1135
SZ001268,2022-06-30,2026-07-29,990
SZ001269,2022-09-30,2026-07-29,925
SZ001270,2022-06-06,2026-07-29,1003
SZ001277,2024-09-03,2026-07-29,459
SZ001278,2023-03-08,2026-07-29,823
SZ001279,2024-10-11,2026-07-29,438
SZ001280,2025-12-03,2026-07-29,158
SZ001282,2023-05-24,2026-07-29,772
SZ001283,2022-09-05,2026-07-29,943
SZ001285,2025-09-30,2026-07-29,188
SZ001286,2023-04-10,2026-07-29,801
SZ001287,2023-04-10,2026-07-29,801
SZ001288,2021-11-01,2026-07-29,1151
SZ001289,2022-01-24,2026-07-29,1092
SZ001296,2021-12-24,2026-07-29,1112
SZ001298,2022-10-31,2026-07-29,909
SZ001299,2022-10-31,2026-07-29,909
SZ001300,2022-10-19,2026-07-29,917
SZ001301,2022-12-28,2026-07-29,867
SZ001306,2023-11-16,2026-07-29,654
SZ001308,2022-03-18,2026-07-29,1058
SZ001309,2022-07-01,2026-07-29,989
SZ001311,2023-02-27,2026-07-29,830
SZ001312,2026-04-21,2026-07-29,68
SZ001313,2022-02-16,2026-07-29,1080
SZ001314,2023-02-14,2026-07-29,830
SZ001316,2022-06-24,2026-07-29,994
SZ001317,2021-11-30,2026-07-29,1125
SZ001318,2022-05-20,2026-07-29,1018
SZ001319,2022-05-12,2026-07-29,1024
SZ001322,2022-10-26,2026-07-29,912
SZ001323,2022-06-23,2026-07-29,995
SZ001324,2023-05-22,2026-07-29,774
SZ001325,2025-12-18,2026-07-29,147
SZ001326,2023-11-09,2026-07-29,659
SZ001328,2023-04-10,2026-07-29,801
SZ001330,2022-08-18,2026-07-29,955
SZ001331,2022-09-08,2026-07-29,911
SZ001332,2022-09-20,2026-07-29,933
SZ001333,2022-12-08,2026-07-29,881
SZ001335,2025-04-15,2026-07-29,314
SZ001336,2022-07-25,2026-07-29,973
SZ001337,2023-03-03,2026-07-29,826
SZ001338,2022-11-16,2026-07-29,897
SZ001339,2022-08-15,2026-07-29,958
SZ001356,2025-01-23,2026-07-29,365
SZ001358,2023-12-21,2026-07-29,629
SZ001359,2024-03-28,2026-07-29,566
SZ001360,2023-04-10,2026-07-29,801
SZ001365,2026-05-18,2026-07-29,52
SZ001366,2023-03-07,2026-07-29,824
SZ001367,2023-04-10,2026-07-29,801
SZ001368,2023-03-13,2026-07-29,820
SZ001369,2025-12-30,2026-07-29,139
SZ001373,2023-06-01,2026-07-29,766
SZ001376,2023-11-03,2026-07-29,663
SZ001378,2023-10-30,2026-07-29,667
SZ001379,2024-01-19,2026-07-29,609
SZ001380,2023-05-16,2026-07-29,778
SZ001382,2025-03-21,2026-07-29,330
SZ001386,2025-10-22,2026-07-29,188
SZ001387,2024-01-11,2026-07-29,615
SZ001388,2025-07-01,2026-07-29,263
SZ001389,2024-04-02,2026-07-29,563
SZ001390,2025-05-29,2026-07-29,285
SZ001391,2024-12-30,2026-07-29,382
SZ001393,2026-05-15,2026-07-29,53
SZ001395,2025-01-27,2026-07-29,363
SZ001396,2025-12-30,2026-07-29,139
SZ001399,2026-06-26,2026-07-29,24
SZ001400,2025-04-24,2026-07-29,307
SZ001696,2000-01-04,2026-07-29,6108
SZ001872,2000-01-04,2026-07-29,6075
SZ001896,2000-01-04,2026-07-29,6187
SZ001914,2000-01-04,2026-07-29,6226
SZ001965,2017-12-25,2026-07-29,2084
SZ001979,2015-12-30,2026-07-29,2553
SZ002001,2004-06-25,2026-07-29,5311
SZ002002,2004-06-25,2024-01-18,4239
SZ002003,2004-06-25,2026-07-29,5206
SZ002004,2004-06-25,2026-07-29,5140
SZ002005,2004-06-25,2026-07-29,5031
SZ002006,2004-06-25,2026-07-29,4955
SZ002007,2004-06-25,2026-07-29,5295
SZ002008,2004-06-25,2026-07-29,5283
SZ002009,2004-06-29,2026-07-29,5173
SZ002010,2004-06-29,2026-07-29,5189
SZ002011,2004-07-05,2026-07-29,5117
SZ002012,2004-07-05,2026-07-29,4973
SZ002013,2004-07-05,2023-02-07,4313
SZ002014,2004-07-08,2026-07-29,5191
SZ002015,2004-07-08,2026-07-29,4765
SZ002016,2004-07-08,2026-07-29,5206
SZ002017,2004-07-13,2026-07-29,5275
SZ002018,2004-07-13,2019-10-31,3331
SZ002019,2004-07-13,2026-07-29,5196
SZ002020,2004-07-15,2026-07-29,5199
SZ002021,2004-07-15,2026-07-29,4923
SZ002022,2004-07-21,2026-07-29,5269
SZ002023,2004-07-21,2026-07-29,5292
SZ002024,2004-07-21,2026-07-29,5267
SZ002025,2004-07-26,2026-07-29,5107
SZ002026,2004-07-27,2026-07-29,5189
SZ002027,2004-08-04,2026-07-29,5194
SZ002028,2004-08-05,2026-07-29,5296
SZ002029,2004-08-06,2026-07-29,5275
SZ002030,2004-08-09,2026-07-29,5230
SZ002031,2004-08-16,2026-07-29,5234
SZ002032,2004-08-17,2026-07-29,5228
SZ002033,2004-08-25,2026-07-29,5172
SZ002034,2004-08-26,2026-07-29,5131
SZ002035,2004-09-01,2026-07-29,5222
SZ002036,2004-09-03,2026-07-22,5148
SZ002037,2004-09-08,2026-07-29,5064
SZ002038,2004-09-09,2026-07-29,5267
SZ002039,2005-03-03,2026-07-29,5123
SZ002040,2005-03-25,2026-07-29,4998
SZ002041,2005-04-18,2026-07-29,5119
SZ002042,2005-04-27,2026-07-29,4895
SZ002043,2005-05-10,2026-07-29,4991
SZ002044,2005-05-18,2026-07-29,4789
SZ002045,2005-05-23,2026-07-29,5040
SZ002046,2005-05-26,2026-07-29,4995
