code,first_date,last_date,obs
SH601198,2015-02-26,2026-07-29,2750
SH601199,2011-03-17,2026-07-29,3701
SH601200,2017-03-31,2026-07-29,2265
SH601208,2011-05-20,2026-07-29,3682
SH601211,2015-06-26,2026-07-29,2676
SH601212,2017-02-15,2026-07-29,2254
SH601216,2011-02-22,2026-07-29,3624
SH601218,2011-05-06,2026-07-29,3684
SH601222,2011-08-08,2026-07-29,3618
SH601225,2014-01-28,2026-07-29,3038
SH601226,2014-12-11,2026-07-29,2825
SH601228,2017-03-29,2026-07-29,2267
SH601229,2016-11-16,2026-07-29,2356
SH601231,2012-02-20,2026-07-29,3491
SH601233,2011-05-18,2026-07-29,3680
SH601236,2019-07-05,2026-07-29,1708
SH601238,2012-03-29,2026-07-29,3469
SH601258,2011-04-28,2023-05-24,2902
SH601268,2010-02-02,2014-04-28,1002
SH601279,2021-04-15,2026-07-29,1282
SH601288,2010-07-15,2026-07-29,3891
SH601298,2019-01-21,2026-07-29,1817
SH601299,2009-12-29,2015-05-06,1226
SH601311,2011-06-02,2026-07-29,3657
SH601313,2012-01-16,2018-02-14,1368
SH601318,2007-03-01,2026-07-29,4653
SH601319,2018-11-16,2026-07-29,1867
SH601326,2017-08-16,2026-07-29,2172
SH601328,2007-05-15,2026-07-29,4655
SH601330,2018-06-11,2026-07-29,1974
SH601333,2006-12-22,2026-07-29,4751
SH601336,2011-12-16,2026-07-29,3521
SH601339,2012-06-12,2026-07-29,3432
SH601360,2012-01-16,2026-07-29,3401
SH601366,2017-04-12,2026-07-29,2254
SH601368,2015-06-12,2026-07-29,2698
SH601369,2010-04-28,2026-07-29,3893
SH601375,2017-01-03,2026-07-29,2323
SH601377,2010-10-13,2026-07-29,3812
SH601388,2012-04-23,2026-07-29,3313
SH601390,2007-12-03,2026-07-29,4437
SH601398,2006-10-27,2026-07-29,4779
SH601399,2020-06-08,2026-07-29,1489
SH601456,2020-07-31,2026-07-29,1433
SH601500,2016-09-19,2026-07-29,2386
SH601512,2019-12-20,2026-07-29,1600
SH601515,2012-02-16,2026-07-29,3498
SH601518,2010-03-19,2026-07-29,3924
SH601519,2011-01-28,2026-07-29,3603
SH601528,2021-06-25,2026-07-29,1235
SH601555,2011-12-12,2026-07-29,3522
SH601558,2011-01-13,2020-06-23,2246
SH601566,2011-05-30,2026-07-29,3668
SH601567,2011-06-15,2026-07-29,3619
SH601568,2020-10-20,2026-07-29,1402
SH601577,2018-09-26,2026-07-29,1899
SH601579,2014-08-25,2026-07-29,2876
SH601588,2006-10-16,2026-07-29,4785
SH601595,2016-08-17,2026-07-29,2414
SH601598,2019-01-18,2026-07-29,1824
SH601599,2011-05-27,2026-07-29,3518
SH601600,2007-04-30,2026-07-29,4533
SH601601,2007-12-25,2026-07-29,4509
SH601606,2018-08-06,2026-07-29,1935
SH601607,2000-01-04,2026-07-29,6261
SH601608,2012-07-06,2026-07-29,3266
SH601609,2020-04-22,2026-07-29,1520
SH601611,2016-06-06,2026-07-29,2463
SH601615,2019-01-23,2026-07-29,1813
SH601616,2011-02-01,2026-07-29,3746
SH601618,2009-09-21,2026-07-29,4012
SH601619,2017-07-20,2026-07-29,2062
SH601628,2007-01-09,2026-07-29,4742
SH601633,2011-09-28,2026-07-29,3575
SH601636,2011-08-12,2026-07-29,3619
SH601658,2019-12-10,2026-07-29,1608
SH601665,2021-06-18,2026-07-29,1240
SH601666,2006-11-23,2026-07-29,4770
SH601668,2009-07-29,2026-07-29,4122
SH601669,2011-10-18,2026-07-29,3475
SH601677,2011-09-19,2026-07-29,3603
SH601678,2010-02-23,2026-07-29,3983
SH601686,2020-12-04,2026-07-29,1369
SH601688,2010-02-26,2026-07-29,3978
SH601689,2015-03-19,2026-07-29,2753
SH601696,2020-02-26,2026-07-29,1559
SH601698,2019-06-28,2026-07-29,1719
SH601699,2006-09-22,2026-07-29,4788
SH601700,2011-01-18,2026-07-29,3558
SH601702,2020-09-07,2026-07-29,1427
SH601717,2010-08-03,2026-07-29,3678
SH601718,2010-08-16,2026-07-29,3859
SH601727,2008-12-05,2026-07-29,4006
SH601728,2021-08-20,2026-07-29,1195
SH601766,2008-08-18,2026-07-29,4260
SH601777,2010-11-25,2026-07-29,3761
SH601778,2020-05-19,2026-07-29,1504
SH601788,2009-08-18,2026-07-29,4093
SH601789,2011-08-16,2026-07-29,3442
SH601798,2011-06-22,2026-07-29,3598
SH601799,2011-02-01,2026-07-29,3708
SH601800,2012-03-09,2026-07-29,3494
SH601801,2010-01-18,2026-07-29,3984
SH601808,2007-09-28,2026-07-29,4563
SH601811,2016-08-08,2026-07-29,2421
SH601816,2020-01-16,2026-07-29,1582
SH601818,2010-08-18,2026-07-29,3852
SH601825,2021-08-19,2026-07-29,1196
SH601827,2020-06-05,2026-07-29,1491
SH601828,2018-01-17,2026-07-29,2062
SH601838,2018-01-31,2026-07-29,2058
SH601857,2007-11-05,2026-07-29,4544
SH601858,2017-01-18,2026-07-29,2312
SH601860,2019-01-03,2026-07-29,1835
SH601865,2019-02-15,2026-07-29,1809
SH601866,2007-12-12,2026-07-29,4407
SH601868,2021-09-28,2026-07-29,1170
SH601869,2018-07-20,2026-07-29,1946
SH601872,2006-12-01,2026-07-29,4648
SH601877,2010-01-21,2026-07-29,3869
SH601878,2017-06-26,2026-07-29,2209
SH601880,2010-12-06,2026-07-29,3779
SH601881,2017-01-23,2026-07-29,2309
SH601882,2016-11-07,2026-07-29,2360
SH601886,2011-08-18,2026-07-29,3594
SH601888,2009-10-15,2026-07-29,4013
SH601890,2010-12-28,2026-07-29,3779
SH601898,2008-02-01,2026-07-29,4480
SH601899,2008-04-25,2026-07-29,4393
SH601900,2016-02-15,2026-07-29,2424
SH601901,2011-08-10,2026-07-29,3515
SH601908,2011-09-08,2026-07-29,3594
SH601916,2019-11-26,2026-07-29,1612
SH601918,2007-12-19,2026-07-29,4368
SH601919,2007-06-26,2026-07-29,4454
SH601921,2021-07-23,2026-07-29,1215
SH601928,2011-11-30,2026-07-29,3505
SH601929,2012-02-23,2026-07-29,3496
SH601933,2010-12-15,2026-07-29,3770
SH601939,2007-09-25,2026-07-29,4562
SH601949,2017-08-21,2026-07-29,2169
SH601952,2017-05-15,2026-07-29,2237
SH601956,2020-12-25,2026-07-29,1354
SH601958,2008-04-17,2026-07-29,4434
SH601963,2021-02-05,2026-07-29,1325
SH601965,2012-06-11,2026-07-29,3425
SH601966,2016-07-06,2026-07-29,2425
SH601968,2015-06-11,2026-07-29,2684
SH601969,2014-12-09,2026-07-29,2778
SH601975,2019-01-08,2026-07-29,1831
SH601985,2015-06-10,2026-07-29,2706
SH601988,2006-07-05,2026-07-29,4862
SH601989,2009-12-16,2025-08-12,3502
SH601990,2018-06-13,2026-07-29,1972
SH601991,2006-12-20,2026-07-29,4723
SH601992,2011-03-01,2026-07-29,3717
SH601995,2020-11-02,2026-07-29,1373
SH601996,2011-09-29,2026-07-29,3498
SH601997,2016-08-16,2026-07-29,2415
SH601998,2007-04-27,2026-07-29,4657
SH601999,2007-12-21,2026-07-29,4413
SH603000,2012-04-27,2026-07-29,3463
SH603001,2012-04-26,2026-07-29,3428
SH603002,2012-05-18,2026-07-29,3423
SH603003,2012-08-17,2025-06-30,3001
SH603004,2023-12-27,2026-07-29,625
SH603005,2014-02-10,2026-07-29,3031
SH603006,2014-06-30,2026-07-29,2870
SH603007,2016-08-26,2026-07-29,2384
SH603008,2012-07-17,2026-07-29,3320
SH603009,2014-07-18,2026-07-29,2845
SH603010,2014-10-10,2026-07-29,2577
SH603011,2014-11-07,2026-07-29,2752
SH603012,2015-03-20,2026-07-29,2757
SH603013,2018-05-09,2026-07-29,1997
SH603014,2025-05-19,2026-07-29,283
SH603015,2015-03-03,2026-07-29,2764
SH603016,2016-07-01,2026-07-29,2268
SH603017,2014-12-31,2026-07-29,2744
SH603018,2014-10-13,2026-07-29,2808
SH603019,2014-11-06,2026-07-29,2824
SH603020,2015-03-25,2026-07-29,2759
SH603021,2015-04-23,2026-07-29,2636
SH603022,2015-05-18,2026-07-29,2720
SH603023,2015-05-27,2026-07-29,2692
SH603025,2015-04-22,2026-07-29,2703
SH603026,2015-05-29,2026-07-29,2713
SH603027,2016-03-07,2026-07-29,2526
SH603028,2016-03-31,2026-07-29,2489
SH603029,2016-04-27,2026-07-29,2441
SH603030,2015-03-20,2026-07-29,2744
SH603031,2016-08-22,2026-07-29,2403
SH603032,2017-01-05,2026-07-29,2166
SH603033,2016-12-07,2026-07-29,2267
SH603035,2017-01-05,2026-07-29,2321
SH603036,2016-12-09,2026-07-29,2334
SH603037,2017-01-20,2026-07-29,2305
SH603038,2017-01-16,2026-07-29,2311
SH603039,2017-01-13,2026-07-29,2246
SH603040,2017-02-09,2026-07-29,2300
SH603041,2017-03-30,2026-07-29,2266
SH603042,2017-06-02,2026-07-29,2218
SH603043,2017-06-27,2026-07-29,2208
SH603045,2018-05-17,2026-07-29,1980
SH603048,2021-11-16,2026-07-29,1140
SH603049,2025-06-05,2026-07-29,281
SH603050,2017-04-14,2026-07-29,2256
SH603051,2022-03-25,2026-07-29,1053
SH603052,2022-10-11,2026-07-29,923
SH603053,2019-12-17,2026-07-29,1603
SH603055,2017-09-21,2026-07-29,2146
SH603056,2018-01-16,2026-01-20,1931
SH603057,2022-09-26,2026-07-29,929
SH603058,2016-12-23,2026-07-29,2317
SH603059,2018-03-02,2026-07-29,2041
SH603060,2016-11-09,2026-07-29,2361
SH603061,2023-03-03,2026-07-29,826
SH603062,2023-11-07,2026-07-29,661
SH603063,2017-07-28,2026-07-29,2185
SH603065,2023-03-21,2026-07-29,814
SH603066,2015-06-11,2026-07-29,2622
SH603067,2016-09-13,2026-07-29,2382
SH603068,2019-04-15,2026-07-29,1769
SH603069,2016-07-12,2026-07-29,2422
SH603070,2022-03-10,2026-07-29,1064
SH603071,2021-12-16,2026-07-29,1118
SH603072,2025-01-03,2026-07-29,379
SH603073,2023-03-16,2026-07-29,817
SH603075,2023-09-11,2026-07-29,696
SH603076,2017-11-13,2026-07-29,2114
SH603077,2012-07-31,2026-07-29,3314
SH603078,2017-04-10,2026-07-29,2254
SH603079,2017-08-23,2026-07-29,2129
SH603080,2018-01-03,2026-07-29,2076
SH603081,2017-04-20,2026-07-29,2253
SH603082,2024-01-30,2026-07-29,597
SH603083,2017-11-10,2026-07-29,2115
SH603085,2015-06-30,2026-07-29,2672
SH603086,2017-05-11,2026-07-29,2239
SH603087,2020-06-29,2026-07-29,1477
SH603088,2014-11-11,2026-07-29,2831
SH603089,2017-01-26,2026-07-29,2306
SH603090,2016-08-31,2026-07-29,2348
SH603091,2024-09-20,2026-07-29,448
SH603092,2025-11-07,2026-07-29,176
SH603093,2019-08-30,2026-07-29,1674
SH603095,2020-04-15,2026-07-29,1525
SH603096,2017-04-25,2026-07-29,2250
SH603097,2022-05-12,2026-07-29,1024
SH603098,2016-12-16,2026-07-29,2333
SH603099,2014-08-22,2026-07-29,2899
SH603100,2014-08-05,2026-07-29,2874
SH603101,2016-05-06,2026-07-29,2485
SH603102,2022-01-25,2026-07-29,1091
SH603103,2017-10-12,2026-07-29,2136
SH603105,2018-07-09,2026-07-29,1955
SH603106,2017-09-20,2026-07-29,2146
SH603107,2023-11-01,2026-07-29,665
SH603108,2015-05-27,2026-07-29,2579
SH603109,2019-12-31,2026-07-29,1593
SH603110,2017-10-13,2026-07-29,2133
SH603111,2014-08-01,2026-07-29,2723
SH603112,2020-09-17,2026-07-29,1419
SH603113,2017-05-11,2026-07-29,2239
SH603115,2019-08-09,2026-07-29,1689
SH603116,2015-06-29,2026-07-29,2691
SH603117,2015-06-29,2026-07-29,2678
SH603118,2015-02-25,2026-07-29,2742
SH603119,2023-08-01,2026-07-29,725
SH603120,2025-04-16,2026-07-29,313
SH603121,2019-01-11,2026-07-29,1819
SH603122,2022-02-16,2026-07-29,1077
SH603123,2012-05-03,2026-07-29,3380
SH603124,2025-03-20,2026-07-29,331
SH603125,2023-04-10,2026-07-29,801
SH603126,2014-07-31,2026-07-29,2855
SH603127,2017-08-25,2026-07-29,2165
SH603128,2012-05-29,2026-07-29,3327
SH603129,2017-08-18,2026-07-29,2170
SH603130,2022-11-18,2026-07-29,895
SH603131,2016-06-07,2026-07-29,2374
SH603132,2022-02-22,2026-07-29,1076
SH603133,2017-03-20,2024-06-26,1736
SH603135,2023-04-10,2026-07-29,801
SH603136,2017-09-27,2026-07-29,2142
SH603137,2023-04-19,2026-07-29,784
SH603138,2017-03-06,2026-07-29,2284
SH603139,2017-04-21,2026-07-29,2250
SH603150,2022-01-24,2026-07-29,1092
SH603151,2022-10-19,2026-07-29,909
SH603153,2023-03-13,2026-07-29,820
SH603155,2020-09-01,2026-07-29,1431
SH603156,2018-02-12,2026-07-29,2050
SH603157,2017-09-25,2022-05-17,1109
SH603158,2015-03-20,2026-07-29,2723
SH603159,2016-08-12,2026-07-29,2410
SH603160,2016-10-17,2026-07-29,2368
SH603161,2018-01-05,2026-07-29,2061
SH603162,2023-03-29,2026-07-29,808
SH603163,2022-10-13,2026-07-29,921
SH603165,2017-01-17,2026-07-29,2312
SH603166,2014-11-27,2026-07-29,2833
SH603167,2012-09-06,2026-07-29,3372
SH603168,2014-07-02,2026-07-29,2910
SH603169,2014-10-09,2026-07-29,2773
SH603170,2022-07-15,2026-07-29,979
SH603171,2021-06-30,2026-07-29,1232
SH603172,2023-05-10,2026-07-29,782
SH603173,2023-01-30,2026-07-29,850
SH603175,2025-10-24,2026-07-29,186
SH603176,2021-12-31,2026-07-29,1107
SH603177,2017-02-07,2026-07-29,2298
SH603178,2017-03-28,2026-07-29,2268
SH603179,2017-03-17,2026-07-29,2275
SH603180,2017-05-12,2026-07-29,2238
SH603181,2017-08-24,2026-07-29,2166
SH603182,2022-09-09,2026-07-29,934
SH603183,2017-09-05,2026-07-29,2152
SH603185,2018-12-28,2026-07-29,1837
SH603186,2017-01-03,2026-07-29,2323
SH603187,2018-11-29,2026-07-29,1858
SH603188,2014-09-09,2026-07-29,2803
SH603189,2016-09-14,2026-07-29,2392
SH603190,2023-02-17,2026-07-29,836
SH603191,2022-04-28,2026-07-29,1031
SH603192,2018-08-28,2026-07-29,1919
SH603193,2023-10-17,2026-07-29,676
SH603194,2024-12-24,2026-07-29,386
SH603195,2020-02-06,2026-07-29,1573
SH603196,2017-05-31,2026-07-29,2207
SH603197,2017-05-19,2026-07-29,2233
SH603198,2015-05-28,2026-07-29,2715
SH603199,2015-03-26,2026-07-29,2758
SH603200,2017-06-01,2026-07-29,2226
SH603201,2022-07-29,2026-07-29,969
SH603202,2025-04-24,2026-07-29,307
SH603203,2016-11-08,2026-07-29,2362
SH603205,2024-11-07,2026-07-29,419
SH603206,2022-05-06,2026-07-29,1028
SH603207,2024-08-26,2026-07-29,465
SH603208,2017-02-10,2026-07-29,2300
SH603209,2022-03-24,2026-07-29,1054
SH603210,2025-04-09,2026-07-29,318
SH603211,2022-07-25,2026-07-29,973
SH603212,2020-04-30,2026-07-29,1514
SH603213,2021-11-11,2026-07-29,1133
SH603214,2018-03-30,2026-07-29,2021
SH603215,2022-02-18,2026-07-29,1078
SH603216,2021-12-15,2026-07-29,1110
SH603217,2019-06-20,2026-07-29,1725
SH603218,2016-12-28,2026-07-29,2326
SH603219,2021-11-22,2026-07-29,1136
SH603220,2018-11-15,2026-07-29,1868
SH603221,2020-03-23,2026-07-29,1541
SH603222,2015-02-17,2026-07-29,2726
SH603223,2015-06-30,2026-07-29,2680
SH603225,2017-04-18,2026-07-29,2255
SH603226,2017-06-15,2026-07-29,2210
SH603227,2015-05-15,2026-07-29,2665
SH603228,2017-01-06,2026-07-29,2320
SH603229,2017-05-09,2026-07-29,2241
SH603230,2021-12-24,2026-07-29,1112
SH603231,2023-12-15,2026-07-29,633
SH603232,2017-04-21,2026-07-29,2252
SH603233,2017-07-31,2026-07-29,2184
SH603235,2022-07-12,2026-07-29,982
SH603236,2019-07-16,2026-07-29,1707
SH603237,2022-08-31,2026-07-29,946
SH603238,2017-02-22,2026-07-29,2222
SH603239,2016-12-30,2026-07-29,2323
SH603248,2025-12-23,2026-07-29,144
SH603255,2022-08-18,2026-07-29,955
SH603256,2019-07-19,2026-07-29,1704
SH603257,2025-04-08,2026-07-29,319
SH603258,2016-10-26,2026-07-29,2371
SH603259,2018-05-08,2026-07-29,1998
SH603260,2017-10-30,2026-07-29,2124
SH603261,2022-03-15,2026-07-29,1059
SH603262,2025-07-23,2026-07-29,247
SH603266,2017-01-10,2026-07-29,2318
SH603267,2019-05-15,2026-07-29,1750
SH603268,2015-03-19,2026-07-29,2624
SH603269,2017-05-17,2026-07-29,2229
SH603270,2023-09-01,2026-07-29,702
SH603271,2025-03-11,2026-07-29,338
SH603272,2022-05-20,2026-07-29,1017
SH603273,2023-10-23,2026-07-29,672
SH603275,2023-08-23,2026-07-29,709
SH603276,2023-09-25,2026-07-29,686
SH603277,2017-09-11,2026-07-29,2154
SH603278,2017-11-13,2026-07-29,2114
SH603279,2019-07-29,2026-07-29,1698
SH603280,2022-11-08,2026-07-29,903
SH603281,2023-01-31,2026-07-29,849
SH603282,2023-03-15,2026-07-29,818
SH603283,2017-12-25,2026-07-29,2078
SH603284,2026-02-10,2026-07-29,111
SH603285,2024-07-05,2026-07-29,501
SH603286,2017-06-27,2026-07-29,2189
SH603288,2014-02-11,2026-07-29,3033
SH603289,2017-10-31,2026-07-29,2123
SH603290,2020-02-04,2026-07-29,1575
SH603291,2023-03-27,2026-07-29,810
SH603293,2026-04-16,2026-07-29,71
SH603296,2023-08-08,2026-07-29,720
SH603297,2018-09-10,2026-07-29,1910
SH603298,2016-12-27,2026-07-29,2327
SH603299,2015-12-31,2026-07-29,2447
SH603300,2015-05-29,2026-07-29,2691
SH603301,2018-04-12,2026-07-29,2014
SH603303,2017-03-30,2026-07-29,2266
SH603305,2017-07-10,2026-07-29,2192
SH603306,2014-09-26,2026-07-29,2840
SH603307,2023-02-16,2026-07-29,837
SH603308,2014-01-22,2026-07-29,2974
SH603309,2015-03-02,2026-07-29,2707
SH603310,2024-08-14,2026-07-29,473
SH603311,2015-05-18,2026-07-29,2713
SH603312,2024-01-11,2026-07-29,615
SH603313,2016-10-13,2026-07-29,2380
SH603315,2015-04-24,2026-07-29,2646
SH603316,2017-06-19,2026-07-29,2214
SH603317,2019-04-16,2026-07-29,1768
SH603318,2015-04-24,2026-07-29,2559
SH603319,2016-11-30,2026-07-29,2346
SH603320,2017-05-02,2026-07-29,2246
SH603321,2017-09-15,2026-07-29,2150
SH603322,2016-07-28,2026-07-29,2403
SH603323,2016-11-29,2026-07-29,2347
SH603324,2021-04-07,2026-07-29,1288
SH603325,2024-01-10,2026-07-29,616
SH603326,2017-06-16,2026-07-29,2214
SH603327,2019-05-23,2026-07-29,1744
SH603328,2014-07-01,2026-07-29,2933
SH603329,2017-12-29,2026-07-29,2074
SH603330,2017-02-13,2026-07-29,2282
SH603331,2017-07-05,2026-07-29,2202
SH603332,2019-01-17,2026-07-29,1825
SH603333,2012-05-07,2026-07-29,3412
SH603334,2025-11-05,2026-07-29,178
SH603335,2017-06-20,2026-07-29,2213
SH603336,2016-11-24,2026-07-29,2333
SH603337,2017-01-19,2026-07-29,2311
SH603338,2015-03-25,2026-07-29,2746
SH603339,2016-05-19,2026-07-29,2475
SH603341,2024-03-01,2026-07-29,585
SH603344,2024-03-20,2026-07-29,572
SH603345,2017-02-22,2026-07-29,2253
SH603348,2018-04-26,2026-07-29,2003
SH603350,2024-07-03,2026-07-29,503
SH603351,2019-01-30,2026-07-29,1816
SH603352,2026-01-15,2026-07-29,129
SH603353,2020-04-07,2026-07-29,1531
SH603355,2015-05-13,2026-07-29,2726
SH603356,2018-01-24,2026-07-29,2053
SH603357,2017-08-01,2026-07-29,2183
SH603358,2017-01-25,2026-07-29,2302
SH603359,2017-09-01,2026-07-29,2149
SH603360,2017-02-06,2026-07-29,2304
SH603363,2017-09-26,2026-07-29,2141
SH603365,2017-11-20,2026-07-29,2109
SH603366,2012-05-21,2026-07-29,3447
SH603367,2017-09-29,2026-07-29,2140
SH603368,2014-12-04,2026-07-29,2818
SH603369,2014-07-03,2026-07-29,2932
SH603370,2025-09-05,2026-07-29,215
SH603373,2023-12-20,2026-07-29,630
SH603375,2024-01-24,2026-07-29,606
SH603376,2025-11-06,2026-07-29,177
SH603377,2016-02-05,2026-07-29,2500
SH603378,2017-09-28,2026-07-29,2140
SH603379,2019-04-02,2026-07-29,1777
SH603380,2017-06-22,2026-07-29,2211
SH603381,2024-06-27,2026-07-29,507
SH603382,2025-06-12,2026-07-29,276
SH603383,2017-05-22,2026-07-29,2230
SH603385,2017-04-05,2026-07-29,2264
SH603386,2017-09-12,2026-07-29,2065
SH603387,2017-07-17,2026-07-29,2194
SH603388,2017-03-24,2025-11-10,2093
SH603389,2016-12-15,2026-07-29,2300
SH603390,2019-11-25,2026-07-29,1619
SH603391,2024-07-31,2026-07-29,483
SH603392,2020-04-29,2026-07-29,1515
SH603393,2016-09-12,2026-07-29,2334
SH603395,2024-11-26,2026-07-29,406
SH603396,2017-10-18,2026-07-29,2132
SH603398,2015-12-09,2026-07-29,2462
SH603399,2012-08-24,2026-07-29,3171
SH603400,2025-06-20,2026-07-29,270
SH603402,2026-01-06,2026-07-29,136
SH603406,2025-08-08,2026-07-29,235
SH603407,2026-05-11,2026-07-29,57
SH603408,2020-07-30,2026-07-29,1454
SH603409,2025-03-04,2026-07-29,343
SH603416,2016-12-21,2026-07-29,2331
SH603418,2025-09-23,2026-07-29,203
SH603421,2016-10-11,2026-07-29,2382
SH603429,2017-01-24,2026-07-29,2258
SH603435,2026-05-22,2026-07-29,48
SH603439,2020-04-28,2026-07-29,1516
SH603444,2017-01-04,2026-07-29,2322
SH603456,2014-10-10,2026-07-29,2832
SH603458,2017-08-09,2026-07-29,2175
SH603459,2026-04-08,2026-07-29,77
SH603466,2017-10-20,2026-07-29,2129
SH603477,2017-12-18,2026-07-29,2078
SH603486,2018-05-28,2026-07-29,1984
SH603488,2017-05-16,2026-07-29,2220
SH603489,2019-11-11,2026-07-29,1629
SH603496,2017-06-07,2026-07-29,2213
SH603499,2017-10-16,2026-07-29,2133
SH603500,2017-09-04,2026-07-29,2159
SH603501,2017-05-04,2026-07-29,2073
SH603505,2017-05-03,2026-07-29,2245
SH603506,2018-02-01,2026-07-29,2057
SH603507,2017-11-06,2026-07-29,2114
SH603508,2015-12-24,2026-07-29,2480
SH603511,2021-05-31,2026-07-29,1253
SH603515,2016-08-19,2026-07-29,2412
SH603516,2018-02-02,2026-07-29,2056
SH603517,2017-03-17,2026-07-29,2274
SH603518,2014-12-03,2026-07-29,2696
SH603519,2015-03-19,2026-07-29,2669
SH603520,2016-03-09,2026-07-29,2399
SH603527,2017-09-07,2026-07-29,2156
SH603528,2016-05-03,2026-07-29,2486
SH603529,2021-06-15,2026-07-29,1243
SH603530,2019-08-05,2026-07-29,1693
SH603533,2017-09-21,2026-07-29,2144
SH603535,2017-08-08,2026-07-29,2178
SH603536,2017-06-13,2026-07-29,2218
SH603538,2017-04-07,2026-07-29,2189
SH603551,2020-01-15,2026-07-29,1583
SH603555,2014-01-24,2024-03-07,2350
SH603556,2016-11-10,2026-07-29,2360
SH603557,2017-08-18,2026-07-29,2158
SH603558,2015-01-27,2026-07-29,2693
SH603559,2016-12-02,2026-07-29,2262
SH603565,2020-09-25,2026-07-29,1413
SH603566,2015-05-18,2026-07-29,2718
SH603567,2015-04-24,2026-07-29,2723
SH603568,2015-05-28,2026-07-29,2715
SH603569,2016-08-10,2026-07-29,2419
SH603577,2016-12-22,2026-07-29,2330
SH603578,2017-03-06,2026-07-29,2272
SH603579,2017-01-11,2026-07-29,2317
SH603580,2017-05-25,2026-07-29,2222
SH603583,2018-09-21,2026-07-29,1901
SH603585,2016-12-14,2026-07-29,2336
SH603586,2017-04-06,2026-07-29,2263
SH603587,2018-06-22,2026-07-29,1966
SH603588,2014-12-29,2026-07-29,2711
SH603589,2015-06-29,2026-07-29,2694
SH603590,2018-08-27,2026-07-29,1920
SH603595,2017-07-12,2026-07-29,2196
SH603596,2018-04-27,2026-07-29,2003
SH603598,2015-05-27,2026-07-29,2535
SH603599,2015-05-13,2026-07-29,2720
SH603600,2015-01-23,2026-07-29,2785
SH603601,2015-01-22,2026-07-29,2741
SH603602,2017-08-10,2026-07-29,2114
SH603603,2017-02-17,2024-04-18,1598
SH603605,2017-11-15,2026-07-29,2112
SH603606,2014-10-15,2026-07-29,2858
SH603607,2017-10-25,2026-07-29,2126
SH603608,2016-02-18,2026-07-29,2453
SH603609,2014-08-08,2026-07-29,2897
SH603610,2019-10-29,2026-07-29,1638
SH603611,2015-01-28,2026-07-29,2711
SH603612,2017-07-18,2026-07-29,2182
SH603613,2019-07-30,2026-07-29,1697
SH603615,2017-02-13,2026-07-29,2299
SH603616,2015-06-11,2026-07-29,2677
SH603617,2017-07-03,2026-07-29,2204
SH603618,2015-02-17,2026-07-29,2755
SH603619,2017-11-17,2026-07-29,2110
SH603626,2017-02-09,2026-07-29,2301
SH603628,2017-01-12,2026-07-29,2312
SH603629,2018-12-24,2026-07-29,1841
SH603630,2017-03-13,2026-07-29,2279
SH603633,2016-11-17,2026-07-29,2349
SH603636,2014-12-30,2026-07-29,2734
SH603637,2017-02-08,2026-07-29,2300
SH603638,2017-01-20,2026-07-29,2310
SH603639,2017-01-12,2026-07-29,2316
SH603648,2017-09-13,2026-07-29,2152
SH603650,2018-06-27,2026-07-29,1963
SH603655,2017-12-29,2026-07-29,2075
SH603656,2017-03-21,2026-07-29,2273
SH603657,2018-07-30,2026-07-29,1940
SH603658,2016-09-01,2026-07-29,2403
SH603659,2017-11-03,2026-07-29,2064
SH603660,2016-12-01,2026-07-29,2343
SH603661,2017-11-21,2026-07-29,2100
SH603662,2019-08-06,2026-07-29,1692
SH603663,2016-08-01,2026-07-29,2426
SH603665,2017-03-13,2026-07-29,2279
SH603666,2018-06-12,2026-07-29,1973
SH603667,2016-10-25,2026-07-29,2300
SH603668,2017-01-17,2026-07-29,2313
SH603669,2015-05-28,2026-07-29,2715
SH603676,2017-07-21,2026-07-29,2190
SH603677,2017-02-06,2026-07-29,2299
SH603678,2015-01-26,2026-07-29,2780
SH603679,2017-06-21,2026-07-29,2212
SH603680,2018-02-27,2026-07-29,2044
SH603681,2019-03-26,2026-07-29,1782
SH603682,2020-04-21,2026-07-29,1521
SH603683,2017-10-20,2026-07-29,2130
SH603685,2017-11-27,2026-07-29,2102
SH603686,2015-01-26,2026-07-29,2734
SH603687,2019-07-26,2026-07-29,1699
SH603688,2014-10-31,2026-07-29,2852
SH603689,2017-01-10,2026-07-29,2318
SH603690,2017-01-13,2026-07-29,2222
SH603693,2018-07-03,2026-07-29,1950
SH603696,2015-12-09,2026-07-29,2550
SH603697,2019-05-08,2026-07-29,1755
SH603698,2015-01-28,2026-07-29,2794
SH603699,2014-01-17,2026-07-29,3035
SH603700,2019-01-22,2026-07-29,1822
SH603701,2016-04-12,2026-07-29,2478
SH603703,2015-04-23,2026-07-29,2649
SH603706,2018-07-09,2026-07-29,1955
SH603707,2017-07-19,2026-07-29,2192
SH603708,2016-12-13,2026-07-29,2337
SH603709,2018-02-08,2026-07-29,2052
SH603711,2017-11-30,2026-07-29,2101
SH603712,2018-02-26,2026-07-29,2042
SH603713,2018-07-13,2026-07-29,1951
SH603716,2016-10-31,2026-07-29,2356
SH603717,2017-03-27,2026-07-29,2269
SH603718,2015-05-15,2026-07-29,2684
SH603719,2020-02-24,2026-07-29,1556
SH603721,2017-08-11,2026-07-29,2166
SH603722,2017-10-25,2026-07-29,2120
SH603725,2017-09-06,2026-07-29,2142
SH603726,2016-04-21,2026-07-29,2489
