total_return,cagr,max_drawdown,sharpe,sortino,ending_nav,segment,start,end
6.419732734851896,0.20892937171315507,-0.614822390131199,0.895607272735971,1.2369789877412871,7.419732734851896,pre2016_extension,2006-01-04,2016-07-28
0.5020047148827205,0.04157023298148865,-0.4432129715944184,0.3334817907239186,0.45480786057519057,1.5020047148827205,old_research_overlap,2016-08-02,2026-07-29
9.905939595324636,0.12320531008534896,-0.614822390131199,0.6603373467077589,0.9086839568353591,10.905939595324636,full,2006-01-04,2026-07-29
